reviewer_name,title,review,id
Afzalsharif,"Perfect weekend,","The stay was excellent.,good hospitality,staff especially Sushma,madhura n Aishwarya were very helpful... house keeping by suma was done very well.... looking forward to coming back again , recommend for all.",1
Varshanath M,Stay at vismita,"Great location,amazing stay and Suma and Chandan were very helpful staff. The staffs at the reception are really helpful and nice. The food is really great. The resort has indoor, outdoor games and amazing swimming pool. Nice place to relax on a weekend",1
Bharthiashok,Excellent location,Food was very taste especially nate  Koli is very taste thanks for raghu chef and everywhere is greenery it’s in mid of plantation  and the facility of the resort is excellent and front office people were very friendly.,1
Radha,Awesome,"Food is very taste ambiance is nice room is very clean service is very fast one more the Kalyani bar concept is interesting. staff are very friendly, greasy air and the location was very good near to city.",1
Jigisha,Lovely stay..,"Superb rooms food place,Lovely stay...had a blast ,very beautiful place and nature was awesome very good hospitality,very good staff, planning to visit back very soon,very good location and also food was little bit improved..",1
asha g,Great property in Chikmanglur,"It was a great experience at Vismita County. It’s a 3 year old property so fairly new and well maintained. The suite was spacious with a balcony and a jacuzzi. The food is good which makes the stay even more memorable. Special shout-out to housekeeping staff Suma and Chandan for putting up a surprise for our anniversary and restaurant staff Kartick and Kumar who were very sweet and helpful. The greenery and amazing landscape in the property is outstanding. You can explore it through a cycling track. The Kalyani (pond) is clearly the highlight of the property where you can spend hours. Overall a fabulous stay!   Only one issue we faced was that at the bar we had ordered one type of white wine but they gave us another white wine and charged us more, without informing us which",1
Narayan,Awesome,One of the best resort I've been of late post COVID 😊. Breakfast was sumptuous. Reception people are very handy right from you step in top you step out. Hassle free billing. Setting pool cleanly maintained.,1
Shumadhanu,Lovely stay,"Beautiful stay ever made in my life, their hosptality,cleaning, garden was extremely awesome the food was very tasty the resort was located in a mid of coffee,area plantation, overall staff's are helpfull and caring.",1
Kiran gowda,Excellent location,"Very good hospitality well maintained garden food was very good and delishious, front office team very friendly,madhura was taking care us she is very response over all everything comforatable stay very informative games",1
kishan MP,A delightful stay,"Seamless checkin, courteous staff, extremely clean. The staff went out of their way to make it a memorable outing. Subtle things like a bonfire etc were like icing on the cake. Definitely recommended.",1
Nivgowda,Overall awesome,"The nature was very good with a plantation view, excellent staff extrodnery food , excellent location,very polite people and especially front office people were very responsible overall recommend.♥️♥️♥️",1
Devibalan D,Very Earthy - Very Green,"Amidst lush green plantations, the buildings/rooms/pathways are well designed/tucked-in, giving the guests a relaxing stay. Booking and Check-in was process overall smooth. We took a superior cottage with balcony and room itself was plush. Clean pool, enjoyed the splash several times during the stay. A couple of things to fine tune further: 1. We felt we could've had an event or two..say a MC conducting games/events to socialize better in the evenings (even if only 30 minutes) or a plantation tour within campus. 2. A sign board or two for the resort up-ahead could've helped, over and above the google map (we drove from HASSAN/BELUR side) 3. The medical kit at resort needs to be stocked-up and audited. We needed dettol to wash off and couldn't get one.  Food stands-out: What",1
Jayanthi J,Somewhere on vismita county resort,"One of the best resort in chickmaglure this resort had a lash greenery🏕️ like a jungle and well maintained garden, cleaness, hospitality and food was very taste especially malnad foods. All the staff are very friendly and smooth especially front desk team were very good they response very quickly overall experience is amazing must recomeded for all.",1
Abhishek Chand,Excellent get away within a short drive from Bangalore. Great time with family.,"The staff are excellent. Very well spoken, always at hand, responsive to needs and yet unobtrusive! The food is simply superb. You could order South Indian, North Indian, South Asian etc. and you will enjoy authentic tasting, perfectly cooked dishes, spiced just right.",1
Prastam,Excellent resort in the nature,"Vismita county is a perfect getaway, located in the heart of chikamagular, offers all that the city folks miss, be it lush green trees, picturesque views, a fine food spread ranging from authentic india to a well put international cuisine. We stayed there in Apr-2022, booked a family suite. The suite was spacious and well ventilated with two king size beds and an in-room jacuzzi. The balcony overlooked a spectacular view of the mountains and lush green lawns. The breakfast buffet was decent, but the medu vadas stood out for me. The kalyani bar is haven for mocktail/cockatail fans and the veg. lasagne is a definite go to.The staff  was courteous and polite all through out. The cycling covers whole of the resort and is a refreshing way to start your day. Other amenities include a",1
